applicant,patent_count,sample_count,mainfocus
浙江三花智能控制股份有限公司,2,2,浙江三花智能控制股份有限公司专注于机器人热管理系统的优化与轻量化执行器的设计。在热管理系统方面，通过制冷剂和冷却液的高效热交换提升散热性能；在执行器设计上，采用塑料材质的螺纹配合部以减轻整体重量，提高机械效率。
重庆小智智能装备科技有限公司,2,2,重庆小智智能装备科技有限公司专注于可重构并连杆式轮腿机构的研发，通过模块化设计和伸缩结构，提高机器人的灵活性和适应性，使其能够快速装配、拆卸，并在复杂环境中有效运行。
南京续点通信科技有限公司,2,2,南京续点通信科技有限公司专注于光通信领域的技术创新，主要研究方向为光连接点的在线无损检测技术和光电复合缆的高效固紧与导电解决方案。
起亚株式会社,2,2,起亚株式会社在机器人领域主要研究方向为车辆安全控制技术，特别是通过图像处理和动态传感器来检测驾驶员对方向盘的操作状态，以及开发可调节长度的轮子基座及其控制方法。
苏州远昌智能科技有限公司,2,2,苏州远昌智能科技有限公司专注于人形机器人的遥操作控制技术，通过动作数据编码、时间戳及安全值验证确保机器人操作的安全性和流畅性，同时利用人体模型与机器人模型对比展示提高操作直观性和匹配度。
阿里巴巴(中国)有限公司,2,2,阿里巴巴(中国)有限公司在机器人领域主要研究方向为通过先进的传感器技术和机器学习算法提高实体设备的感知能力与交互精度，以及开发高效的视频处理模型以增强对视频内容的理解和处理能力。这些技术共同促进了智能设备更准确、高效地理解和响应外部环境。
魔法原子机器人科技(无锡)有限公司,2,2,该企业专注于机器人运动控制及伺服关节故障检测技术，通过优化关节间的通信机制降低控制器性能需求，并开发了高效准确的编码器故障诊断方法以提升系统可靠性。
上海馥逸医疗科技有限公司,2,2,上海馥逸医疗科技有限公司专注于手术机器人及其机械臂的设计与控制技术，特别是通过优化机械臂结构和运动路径规划来提高手术精度和效率。其研究重点在于改善机械臂的灵活性、定位准确性及自动化处理能力，以增强手术过程中的操作性能。
嘉兴大学,2,2,嘉兴大学在机器人技术领域专注于基于气动的仿人形机器人的研究，特别是腰关节的设计。通过将气缸与气动肌肉并联设置组成执行元件，既提供坚固的支撑又较好地适应环境需求，上下两组执行元件确保了腰关节的运动范围与负载能力。
中山大洋电机股份有限公司,2,2,中山大洋电机股份有限公司专注于研发用于机器人的驱控一体关节模组，通过集成驱动控制、力矩电机、减速传动及固定保持模块，简化传统关节系统结构，实现高效动力输出与分布式协同控制，特别适用于人形机器人关节的轻松部署。
维沃移动通信有限公司,2,2,维沃移动通信有限公司专注于开发具备分离式飞行组件的通信机器人技术，通过集成在机器人本体和飞行组件上的通信模组实现与基站的持续通信，增强机器人的灵活性和通信能力。
深圳市九天睿芯科技有限公司,2,2,深圳市九天睿芯科技有限公司专注于多模态感知与处理技术，结合事件相机、RGB相机、文字指令及激光雷达等多源数据，通过高效融合和深度学习方法，提升机器人在复杂环境下的感知能力和决策灵活性。
中北大学,2,2,中北大学在水凝胶制备领域有显著研究，专注于开发具有高导电性、压阻传感性能及可光固化3D打印特性的新型水凝胶材料。这些材料不仅具备优异的机械性能和透明度，还适用于柔性电子器件和储能装置的构建。
深圳市东方伺服数控技术有限公司,2,2,深圳市东方伺服数控技术有限公司专注于研发基于RL振荡电路的电感阵列式柔性触觉传感器，通过三明治结构设计实现对力的高灵敏度检测，并将电感变化转化为可测量的脉冲周期，适用于机器人及其他需要精确触觉反馈的应用场景。
深圳十沣科技有限公司,2,2,深圳十沣科技有限公司专注于多体系统动力学分析，通过构建子系统的内部约束关系和等效质心，并考虑外部连接关系的约束力或约束力矩，形成整体动力学平衡方程组，实现快速准确地计算出多体系统中各刚体单元的位置与姿态信息。
上海索辰仿真科技有限公司,2,2,上海索辰仿真科技有限公司专注于机器人结构设计，特别是具有高灵活性和适应性的腿脚部及手臂结构。其研究重点在于开发能够实现形态切换的机器人部件，以满足不同应用场景下的需求，如快速稳定行走与灵巧作业。此外，还致力于优化机器人腿部结构，通过创新设计减少惯性矩，提高运动效率。
四川航天烽火伺服控制技术有限公司,2,2,四川航天烽火伺服控制技术有限公司专注于行星滚柱丝杠的设计优化与加工技术，通过考虑界面接触润滑特性和在线监测方法，提升传动效率和加工精度，确保高性能、低成本及长寿命的产品设计。
重庆长安汽车股份有限公司,2,2,重庆长安汽车股份有限公司主要研究方向为智能车辆控制与电子电气架构优化，通过高效整合感知计算、运动控制及驱动执行组件，实现资源节约和成本降低；同时改进电子电气架构，简化线束布局，提高数据交互效率和电源分配精准度，促进软件复用。
东莞市智汇精密科技有限公司,2,2,东莞市智汇精密科技有限公司专注于人形机器人散热柔韧外壳结构的研发，通过在外壳上设置菱形散热孔和内置蛇形软管循环冷却液的方式，有效提高散热性能，减少风扇使用量，降低工作噪音，并防止灰尘堆积，从而延长机器人内部元件的使用寿命。
南昌大学,2,2,南昌大学在机器人领域主要研究方向包括高效双向自锁行星滚柱丝杠副设计和基于扩散模型的机器人模仿学习方法，通过优化机械结构和提升视觉处理与动作生成能力，增强机器人在复杂环境下的性能和鲁棒性。
蔡明芳,2,2,蔡明芳的研究主攻方向是开发高强度、耐腐蚀的石墨烯复合材料及其制备方法，特别适用于工业人形机器人和高强度医疗器械领域。通过优化材料成分和工艺流程，显著提升材料的机械性能和抗腐蚀性。
嘉兴赛感智能科技有限公司,2,2,嘉兴赛感智能科技有限公司专注于3D扫描激光雷达技术的研发，通过创新的多电机复合旋转结构和角动量抵消方法，提升激光雷达的点云密度、目标识别能力和运行稳定性，实现无人叉车等设备的高效自动避障与作业。
长沙银汉空间科技有限公司,2,2,长沙银汉空间科技有限公司专注于分体式人形机器人的研发，通过将电池模块独立并配备驱动轮，显著提升了机器人的续航能力和灵活性，同时优化了整体性能和换电便捷性。
广州市拓璞电器发展有限公司,2,2,广州市拓璞电器发展有限公司专注于基于人工智能的智能梳头技术，通过集成头发养护AI大模型与多种传感器模块，实现个性化、自动化的健康梳头方案。该技术结合用户的具体需求和生理特征，提供定制化的梳头方法，提升用户体验并促进头皮及发质健康。
